Family-ID,UID,Role,RUCC,NIH,age,gender,ethnicity,VR,education,income,Scenario,Video-Type,Question,Score
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,D,3,3
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,1,1
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,2,5
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,D,3,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,D,1,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,D,2,5
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,D,3,3
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,U,1,5
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,U,2,1
43,8,Child,1,1,8,Female,Other,Yes,,,Hea,U,3,5
22,10,Child,1,2,11,Female,Other,No,,,Hea,U,1,5
22,10,Child,1,2,11,Female,Other,No,,,Hea,U,2,1
22,10,Child,1,2,11,Female,Other,No,,,Hea,U,3,5
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,U,1,5
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,U,2,3
11,16,Child,1,1,9,Female,White or Caucasian,Yes,,,Hea,U,3,3
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,1,5
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,2,1
23,18,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,3,5
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,U,1,5
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,U,2,3
44,21,Child,1,2,12,Female,White or Caucasian,No,,,Hea,U,3,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,U,1,5
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,U,2,1
35,53,Child,1,2,9,Male,White or Caucasian,No,,,Hea,U,3,5
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,U,1,3
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,U,2,3
30,61,Child,1,2,13,Female,White or Caucasian,No,,,Hea,U,3,5
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,U,1,5
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,U,2,1
31,64,Child,1,1,9,Female,Hispanic or Latinx,No,,,Hea,U,3,5
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,U,1,5
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,U,2,1
32,68,Child,1,2,10,Female,Hispanic or Latinx,No,,,Hea,U,3,3
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,U,1,5
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,U,2,3
36,74,Child,2,3,9,Female,White or Caucasian,No,,,Hea,U,3,5
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,U,1,3
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,U,2,3
36,76,Child,2,3,12,Female,White or Caucasian,No,,,Hea,U,3,5
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,U,1,5
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,U,2,1
13,79,Child,1,2,12,Female,White or Caucasian,Yes,,,Hea,U,3,5
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,1,3
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,2,1
14,82,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,3,5
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,U,1,3
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,U,2,3
3,83,Child,6,6,12,Male,White or Caucasian,Yes,,,Hea,U,3,5
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,U,1,5
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,U,2,1
15,89,Child,1,1,11,Male,White or Caucasian,Yes,,,Hea,U,3,3
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,1,5
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,2,3
39,98,Child,1,2,8,Female,White or Caucasian,No,,,Hea,U,3,5
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,U,1,5
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,U,2,5
6,106,Child,1,1,12,Male,Other,Yes,,,Hea,U,3,5
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,U,1,3
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,U,2,3
6,107,Child,1,1,13,Male,Other,Yes,,,Hea,U,3,3
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,U,1,3
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,U,2,1
10,113,Child,1,1,11,Female,White or Caucasian,No,,,Hea,U,3,3
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,1,5
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,2,1
19,114,Child,1,1,12,Female,White or Caucasian,Yes,,,Hea,U,3,5
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,U,1,5
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,U,2,3
20,122,Child,1,1,11,Female,Black or African American,No,,,Hea,U,3,5
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,1,4
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,2,4
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,3,4
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,1,2
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,2,5
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,3,2
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,2
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,4
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,3
10,13,Parent,1,1,46,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,1,2
10,13,Parent,1,1,46,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,2,4
10,13,Parent,1,1,46,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,3,2
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,5
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,3
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,5
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,1,3
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,2,4
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,3,3
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,1,3
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,2,4
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,3,4
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,1,3
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,2,4
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,3,3
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,1,4
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,2,5
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,3,4
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,1,2
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,2,4
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,D,3,2
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,D,1,4
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,D,2,2
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,D,3,4
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,D,1,4
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,D,2,2
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,D,3,3
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,4
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,3
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,4
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,1,4
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,2,2
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,3,4
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,D,1,4
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,D,2,2
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,D,3,4
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,D,1,5
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,D,2,3
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,D,3,5
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,D,1,1
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,D,2,4
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,D,3,2
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,2
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,4
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,3
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,1,4
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,2,4
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,3,5
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,D,1,3
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,D,2,4
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,D,3,3
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,D,1,4
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,D,2,3
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,D,3,4
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,D,1,5
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,D,2,1
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,D,3,5
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,1,4
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,2,4
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,3,3
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,1,3
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,2,4
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,3,4
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,1,4
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,2,2
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,3,4
13,80,Parent,1,2,44,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,4
13,80,Parent,1,2,44,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,4
13,80,Parent,1,2,44,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,4
3,86,Parent,6,6,76,Female,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,1,1
3,86,Parent,6,6,76,Female,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,2,5
3,86,Parent,6,6,76,Female,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,D,3,1
7,88,Parent,1,2,39,Female,White or Caucasian,Yes,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,1,2
7,88,Parent,1,2,39,Female,White or Caucasian,Yes,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,2,4
7,88,Parent,1,2,39,Female,White or Caucasian,Yes,Associate's degree (2 year),"$75,000 to $100,000",Edu,D,3,2
15,91,Parent,1,1,45,Male,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,1,2
15,91,Parent,1,1,45,Male,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,2,3
15,91,Parent,1,1,45,Male,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,3,1
4,92,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,1,3
4,92,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,2,3
4,92,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,D,3,4
38,94,Parent,1,1,27,Female,Other,Yes,Bachelor's degree (4 year),"$75,000 to $100,000",Edu,D,1,3
38,94,Parent,1,1,27,Female,Other,Yes,Bachelor's degree (4 year),"$75,000 to $100,000",Edu,D,2,4
38,94,Parent,1,1,27,Female,Other,Yes,Bachelor's degree (4 year),"$75,000 to $100,000",Edu,D,3,4
16,97,Parent,6,6,43,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,1,2
16,97,Parent,6,6,43,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,2,4
16,97,Parent,6,6,43,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,D,3,2
17,102,Parent,3,4,41,Female,White or Caucasian,Yes,Trade / technical / vocational certification,"$75,000 to $100,000",Edu,D,1,1
17,102,Parent,3,4,41,Female,White or Caucasian,Yes,Trade / technical / vocational certification,"$75,000 to $100,000",Edu,D,2,1
17,102,Parent,3,4,41,Female,White or Caucasian,Yes,Trade / technical / vocational certification,"$75,000 to $100,000",Edu,D,3,1
5,103,Parent,8,6,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,2
5,103,Parent,8,6,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,4
5,103,Parent,8,6,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,2
40,105,Parent,1,1,30,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,2
40,105,Parent,1,1,30,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,4
40,105,Parent,1,1,30,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,3
6,110,Parent,1,1,43,Male,Other,Yes,"Other, Some college","More than $100,000",Edu,D,1,3
6,110,Parent,1,1,43,Male,Other,Yes,"Other, Some college","More than $100,000",Edu,D,2,3
6,110,Parent,1,1,43,Male,Other,Yes,"Other, Some college","More than $100,000",Edu,D,3,4
18,111,Parent,1,2,19,Female,White or Caucasian,Yes,High school graduate,"More than $100,000",Edu,D,1,2
18,111,Parent,1,2,19,Female,White or Caucasian,Yes,High school graduate,"More than $100,000",Edu,D,2,4
18,111,Parent,1,2,19,Female,White or Caucasian,Yes,High school graduate,"More than $100,000",Edu,D,3,3
19,115,Parent,1,1,46,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,1
19,115,Parent,1,1,46,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,5
19,115,Parent,1,1,46,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,1
7,117,Parent,1,2,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,1,4
7,117,Parent,1,2,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,2,3
7,117,Parent,1,2,44,Male,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,D,3,4
41,119,Parent,1,1,37,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,1,5
41,119,Parent,1,1,37,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,2,1
41,119,Parent,1,1,37,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,D,3,4
8,121,Parent,1,1,50,Male,Asian,Yes,Graduate degree,"More than $100,000",Edu,D,1,4
8,121,Parent,1,1,50,Male,Asian,Yes,Graduate degree,"More than $100,000",Edu,D,2,3
8,121,Parent,1,1,50,Male,Asian,Yes,Graduate degree,"More than $100,000",Edu,D,3,4
20,123,Parent,1,1,39,Female,Black or African American,No,Graduate degree,"More than $100,000",Edu,D,1,4
20,123,Parent,1,1,39,Female,Black or African American,No,Graduate degree,"More than $100,000",Edu,D,2,3
20,123,Parent,1,1,39,Female,Black or African American,No,Graduate degree,"More than $100,000",Edu,D,3,4
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,1,4
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,2,2
42,2,Parent,1,1,48,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,3,5
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,1,5
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,2,3
21,6,Parent,1,1,45,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,3,4
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,1,4
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,2,2
22,11,Parent,1,2,41,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,3,4
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,1,5
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,2,3
13,15,Parent,1,2,45,Male,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,3,5
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,1,5
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,2,2
23,19,Parent,1,1,35,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,3,5
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,1,4
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,2,1
45,27,Parent,1,2,48,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,3,5
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,1,5
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,2,2
25,29,Parent,4,5,41,Female,White or Caucasian,Yes,Graduate degree,"More than $100,000",Edu,U,3,5
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,U,1,5
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,U,2,1
26,34,Parent,1,1,59,Female,White or Caucasian,No,Associate's degree (2 year),"$75,000 to $100,000",Edu,U,3,5
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,1,4
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,2,2
27,38,Parent,1,2,43,Female,White or Caucasian,No,Graduate degree,"More than $100,000",Edu,U,3,4
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,U,1,4
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,U,2,2
48,40,Parent,3,4,44,Female,White or Caucasian,Yes,Graduate degree,"$75,000 to $100,000",Edu,U,3,4
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,U,1,4
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,U,2,2
28,42,Parent,1,1,42,Male,White or Caucasian,Yes,Associate's degree (2 year),"More than $100,000",Edu,U,3,4
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,1,5
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,2,1
20,44,Parent,1,1,41,Male,Black or African American,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,3,5
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,1,4
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,2,2
29,46,Parent,1,1,35,Female,Black or African American,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,3,4
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,U,1,4
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,U,2,3
49,48,Parent,1,2,42,Female,White or Caucasian,Yes,Other,"$75,000 to $100,000",Edu,U,3,5
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,U,1,5
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,U,2,1
30,51,Parent,1,2,46,Female,White or Caucasian,No,Trade / technical / vocational certification,"$50,000 to $75,000",Edu,U,3,5
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,U,1,5
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,U,2,3
35,52,Parent,1,2,43,Female,White or Caucasian,No,High school graduate,"More than $100,000",Edu,U,3,5
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,1,4
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,2,3
12,56,Parent,1,1,39,Female,White or Caucasian,Yes,Bachelor's degree (4 year),"More than $100,000",Edu,U,3,3
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,1,5
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,2,4
1,57,Parent,1,1,39,Female,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,3,5
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,U,1,1
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,U,2,1
51,63,Parent,1,2,53,Female,Other,No,High school graduate,"$75,000 to $100,000",Edu,U,3,5
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,U,1,3
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,U,2,4
31,65,Parent,1,1,21,Female,Hispanic or Latinx,No,High school graduate,"$25,000 to $ 49,000",Edu,U,3,3
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,U,1,5
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,U,2,2
32,69,Parent,1,2,31,Female,Hispanic or Latinx,No,Associate's degree (2 year),"$25,000 to $ 49,000",Edu,U,3,4
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,U,1,4
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,U,2,4
34,73,Parent,2,3,45,Male,White or Caucasian,No,High school graduate,"$50,000 to $75,000",Edu,U,3,3
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,1,3
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,2,3
36,75,Parent,2,3,40,Male,White or Caucasian,No,Bachelor's degree (4 year),"$50,000 to $75,000",Edu,U,3,4
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,1,4
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,2,2
2,78,Parent,1,2,47,Male,White or Caucasian,No,Associate's degree (2 year),"More than $100,000",Edu,U,3,4
13,80,Parent,1,2,44,Female,White or Caucasian,No,Bachelor's degree (4 year),"More than $100,000",Edu,U,1,4
